index,time,type,process,f,value,error,time_seconds,time_diff_seconds
5256,22472435740,invoke,4.0,read,13,,22.47243574,0.00012629300000099875
5257,22475417553,invoke,6.0,write,13,,22.475417553,0.0029818129999981124
5258,22478758800,ok,5.0,write,13,,22.4787588,0.0033412470000016015
5259,22478790985,invoke,0.0,read,13,,22.478790985,3.218499999846358e-05
5260,22547665914,ok,4.0,read,13,,22.547665914,0.0688749289999997
5261,22547694075,ok,6.0,write,13,,22.547694075,2.8160999999471414e-05
5262,22547711801,invoke,6.0,cas,13,,22.547711801,1.7725999999385067e-05
5263,22552921125,invoke,9.0,cas,13,,22.552921125,0.005209324000002624
5264,22554616115,invoke,5.0,write,13,,22.554616115,0.001694990000000729
5265,22558962061,invoke,1.0,read,13,,22.558962061,0.004345945999997269
5266,22559530155,invoke,4.0,read,13,,22.559530155,0.0005680940000019064
5267,22560408080,ok,6.0,cas,13,,22.56040808,0.0008779249999975036
5268,22560567664,invoke,6.0,write,13,,22.560567664,0.00015958400000215534
5269,22631689516,ok,0.0,read,13,,22.631689516,0.07112185200000098
5270,22631812741,ok,5.0,write,13,,22.631812741,0.00012322499999939396
5271,22631845358,ok,1.0,read,13,,22.631845358,3.2616999998680285e-05
5272,22631851978,ok,6.0,write,13,,22.631851978,6.6200000006233495e-06
5273,22631858189,fail,9.0,cas,13,,22.631858189,6.210999998756961e-06
5274,22631863671,ok,4.0,read,13,,22.631863671,5.482000002388077e-06
5275,22631868534,invoke,1.0,read,13,,22.631868534,4.862999997357065e-06
5276,22634299516,invoke,5.0,write,13,,22.634299516,0.002430981999999915
5277,22635331402,invoke,4.0,read,13,,22.635331402,0.0010318859999998153
5278,22639526897,invoke,0.0,read,13,,22.639526897,0.004195495000001159
5279,22639890496,invoke,6.0,cas,13,,22.639890496,0.0003635989999999367
5280,22642356818,invoke,9.0,cas,13,,22.642356818,0.0024663220000000763
5281,22680306159,ok,4.0,read,13,,22.680306159,0.037949341000000913
5282,22680416194,ok,5.0,write,13,,22.680416194,0.00011003499999873156
5283,22680436165,ok,1.0,read,13,,22.680436165,1.997100000039609e-05
5284,22680443300,fail,6.0,cas,13,,22.6804433,7.135000000602076e-06
5285,22680450103,ok,0.0,read,13,,22.680450103,6.802999998001269e-06
5286,22680455515,fail,9.0,cas,13,,22.680455515,5.412000000148964e-06
5287,22680460795,invoke,9.0,cas,13,,22.680460795,5.279999999885376e-06
5288,22682160101,invoke,0.0,read,13,,22.682160101,0.001699306000002565
5289,22743537066,fail,9.0,cas,13,,22.743537066,0.06137696499999734
5290,22743613894,ok,0.0,read,13,,22.743613894,7.682800000097245e-05
5291,22743630774,invoke,0.0,read,13,,22.743630774,1.6880000000440987e-05
5292,22743824152,invoke,5.0,write,13,,22.743824152,0.00019337799999874505
5293,22746374233,invoke,6.0,write,13,,22.746374233,0.0025500810000025353
5294,22747132745,invoke,1.0,read,13,,22.747132745,0.0007585119999973244
5295,22752673080,ok,0.0,read,13,,22.75267308,0.005540335000002727
5296,22753102448,ok,5.0,write,13,,22.753102448,0.00042936799999893083
5297,22753159367,invoke,4.0,read,13,,22.753159367,5.691899999860084e-05
5298,22754610679,ok,6.0,write,13,,22.754610679,0.001451312000000371
5299,22755235099,invoke,5.0,write,13,,22.755235099,0.0006244200000011801
5300,22757546302,invoke,0.0,read,13,,22.757546302,0.002311203000001427
5301,22760010696,ok,1.0,read,13,,22.760010696,0.0024643939999968723
5302,22760092161,invoke,1.0,read,13,,22.760092161,8.146500000094647e-05
5303,22761789326,invoke,6.0,cas,13,,22.761789326,0.0016971649999995009
5304,22765432453,invoke,9.0,write,13,,22.765432453,0.003643127000000135
5305,22770865356,ok,1.0,read,13,,22.770865356,0.0054329030000026535
5306,22773381491,ok,0.0,read,13,,22.773381491,0.002516134999996922
5307,22773511885,ok,4.0,read,13,,22.773511885,0.0001303940000028092
5308,22773533155,fail,6.0,cas,13,,22.773533155,2.1269999997741706e-05
5309,22773543403,ok,5.0,write,13,,22.773543403,1.0248000002377466e-05
5310,22773548750,invoke,0.0,read,13,,22.77354875,5.346999998323554e-06
5311,22774925218,invoke,1.0,read,13,,22.774925218,0.0013764680000001306
5312,22777797329,ok,9.0,write,13,,22.777797329,0.0028721109999985117
5313,22777819368,invoke,4.0,read,13,,22.777819368,2.203900000097292e-05
5314,22780259843,invoke,5.0,cas,13,,22.780259843,0.0024404750000002196
5315,22811815967,ok,1.0,read,13,,22.811815967,0.03155612400000152
5316,22811872027,ok,0.0,read,13,,22.811872027,5.6059999998581134e-05
5317,22811879587,ok,4.0,read,13,,22.811879587,7.560000000239597e-06
5318,22811891435,ok,5.0,cas,13,,22.811891435,1.184799999975894e-05
5319,22811897947,invoke,1.0,read,13,,22.811897947,6.511999998792817e-06
5320,22814303519,invoke,5.0,cas,13,,22.814303519,0.0024055720000006886
5321,22846280464,ok,1.0,read,13,,22.846280464,0.031976945000000256
5322,22846728926,fail,5.0,cas,13,,22.846728926,0.0004484620000013706
5323,22846818334,invoke,5.0,write,13,,22.846818334,8.940800000090121e-05
5324,22849393032,invoke,6.0,write,13,,22.849393032,0.0025746979999965447
5325,22852146344,invoke,9.0,cas,13,,22.852146344,0.00275331200000295
5326,22852530620,invoke,0.0,read,13,,22.85253062,0.0003842759999983514
5327,22910942616,ok,5.0,write,13,,22.910942616,0.058411996000000244
5328,22911026441,ok,6.0,write,13,,22.911026441,8.38250000008145e-05
5329,22911039316,ok,0.0,read,13,,22.911039316,1.2874999999468173e-05
5330,22911045290,fail,9.0,cas,13,,22.91104529,5.974000000463775e-06
5331,22911049202,invoke,0.0,read,13,,22.911049202,3.912000000383387e-06
5332,22954781295,invoke,1.0,read,13,,22.954781295,0.04373209299999914
5333,22955108672,invoke,9.0,write,13,,22.955108672,0.00032737700000140535
5334,22956157999,invoke,4.0,read,13,,22.956157999,0.0010493269999969357
5335,22956585374,invoke,5.0,write,13,,22.956585374,0.0004273750000010068
5336,22958465268,invoke,6.0,write,13,,22.958465268,0.0018798940000017694
5337,22964956760,ok,9.0,write,13,,22.96495676,0.006491491999998544
5338,22965051799,invoke,9.0,write,13,,22.965051799,9.503900000140675e-05
5339,22967609868,ok,1.0,read,13,,22.967609868,0.002558068999999108
5340,22967638422,invoke,1.0,read,13,,22.967638422,2.8554000000013957e-05
5341,22967900092,ok,6.0,write,13,,22.967900092,0.0002616700000004357
5342,22967916752,ok,5.0,write,13,,22.967916752,1.6660000000001673e-05
5343,22967952178,ok,4.0,read,13,,22.967952178,3.54260000001716e-05
5344,22967999325,invoke,4.0,read,13,,22.967999325,4.714700000008065e-05
5345,22968866492,ok,0.0,read,13,,22.968866492,0.0008671669999991138
5346,22968883074,invoke,0.0,read,13,,22.968883074,1.6582000000653352e-05
5347,22971928247,invoke,6.0,write,13,,22.971928247,0.0030451730000002897
5348,22973632278,invoke,5.0,cas,13,,22.973632278,0.001704030999999162
5349,22978721183,ok,6.0,write,13,,22.978721183,0.005088905000000921
5350,22978813132,ok,1.0,read,13,,22.978813132,9.194899999798167e-05
5351,22978831449,invoke,6.0,cas,13,,22.978831449,1.831700000209935e-05
5352,22980614255,invoke,1.0,read,13,,22.980614255,0.0017828059999978052
5353,23015844631,ok,9.0,write,13,,23.015844631,0.03523037600000123
5354,23015909997,fail,5.0,cas,13,,23.015909997,6.536600000117687e-05
5355,23015920752,ok,4.0,read,13,,23.015920752,1.0754999998141557e-05
5356,23015928564,ok,1.0,read,13,,23.015928564,7.811999999773889e-06
5357,23015933824,fail,6.0,cas,13,,23.015933824,5.260000001783283e-06
5358,23015940047,ok,0.0,read,13,,23.015940047,6.222999999749845e-06
5359,23015945433,invoke,5.0,cas,13,,23.015945433,5.385999997997715e-06
5360,23018428549,invoke,0.0,read,13,,23.018428549,0.002483116000000507
5361,23020592563,invoke,6.0,cas,13,,23.020592563,0.0021640140000016572
5362,23072034957,fail,5.0,cas,13,,23.072034957,0.051442393999998615
5363,23072364041,ok,0.0,read,13,,23.072364041,0.0003290840000005346
5364,23072403296,fail,6.0,cas,13,,23.072403296,3.925500000079296e-05
5365,23072412629,invoke,4.0,read,13,,23.072412629,9.3329999977243e-06
5366,23074328296,invoke,5.0,write,13,,23.074328296,0.0019156670000022302
5367,23075422857,invoke,0.0,read,13,,23.075422857,0.0010945609999986061
5368,23077907816,invoke,1.0,read,13,,23.077907816,0.002484959000000231
5369,23079545043,invoke,6.0,write,13,,23.079545043,0.0016372269999997968
5370,23083629822,ok,4.0,read,13,,23.083629822,0.004084778999999372
5371,23083732513,ok,1.0,read,13,,23.083732513,0.00010269100000215303
5372,23083743909,invoke,1.0,read,13,,23.083743909,1.139599999788743e-05
5373,23084796299,ok,0.0,read,13,,23.084796299,0.0010523900000016795
5374,23084901531,invoke,9.0,write,13,,23.084901531,0.0001052319999992335
5375,23121335159,ok,5.0,write,13,,23.121335159,0.03643362800000105
5376,23121351756,ok,1.0,read,13,,23.121351756,1.6596999998341744e-05
5377,23121359421,ok,6.0,write,13,,23.121359421,7.665000001821909e-06
5378,23121365312,invoke,5.0,cas,13,,23.121365312,5.890999997149038e-06
5379,23183528462,fail,5.0,cas,13,,23.183528462,0.0621631500000035
5380,23183603100,ok,9.0,write,13,,23.1836031,7.463799999740672e-05
5381,23183613496,invoke,0.0,read,13,,23.183613496,1.0396000000412187e-05
5382,23184606478,invoke,1.0,read,13,,23.184606478,0.0009929819999996425
5383,23190604905,ok,0.0,read,13,,23.190604905,0.005998427000001527
5384,23190753872,ok,1.0,read,13,,23.190753872,0.00014896699999766838
5385,23190786395,invoke,5.0,cas,13,,23.190786395,3.252300000156083e-05
5386,23193224193,invoke,6.0,cas,13,,23.193224193,0.002437797999998992
5387,23193517950,invoke,4.0,read,13,,23.19351795,0.0002937570000014489
5388,23196388626,invoke,9.0,write,13,,23.196388626,0.0028706760000005715
5389,23198994522,invoke,0.0,read,13,,23.198994522,0.0026058959999986087
5390,23200185337,fail,5.0,cas,13,,23.200185337,0.0011908150000010664
5391,23200281648,invoke,5.0,cas,13,,23.200281648,9.631100000007109e-05
5392,23200629755,invoke,1.0,read,13,,23.200629755,0.00034810700000065253
5393,23206952064,fail,6.0,cas,13,,23.206952064,0.006322308999997972
5394,23207021372,invoke,6.0,write,13,,23.207021372,6.930800000048976e-05
5395,23209366558,ok,4.0,read,13,,23.209366558,0.002345185999999444
5396,23209413557,invoke,4.0,read,13,,23.209413557,4.699900000204593e-05
5397,23213353770,ok,1.0,read,13,,23.21335377,0.003940212999999915
5398,23213652433,ok,9.0,write,13,,23.213652433,0.0002986629999988111
5399,23213677466,fail,5.0,cas,13,,23.213677466,2.5033000000007632e-05
5400,23213684971,ok,0.0,read,13,,23.213684971,7.5049999992415906e-06
5401,23213690564,invoke,0.0,read,13,,23.213690564,5.593000000914117e-06
5402,23260348317,ok,6.0,write,13,,23.260348317,0.04665775299999808
5403,23260382342,ok,4.0,read,13,,23.260382342,3.402500000149189e-05
5404,23260393342,invoke,1.0,read,13,,23.260393342,1.100000000064938e-05
5405,23260915413,invoke,5.0,write,13,,23.260915413,0.0005220709999989026
5406,23262852541,invoke,6.0,write,13,,23.262852541,0.0019371280000015645
5407,23270305231,ok,0.0,read,13,,23.270305231,0.007452689999997375
5408,23270337432,ok,5.0,write,13,,23.270337432,3.220100000334014e-05
5409,23270346548,ok,1.0,read,13,,23.270346548,9.115999997533208e-06
5410,23270351885,invoke,4.0,read,13,,23.270351885,5.337000001048864e-06
5411,23315146436,ok,6.0,write,13,,23.315146436,0.04479455099999896
5412,23315173522,invoke,5.0,cas,13,,23.315173522,2.7085999999343358e-05
5413,23317238519,invoke,6.0,write,13,,23.317238519,0.0020649970000015117
5414,23320098234,invoke,9.0,cas,13,,23.320098234,0.0028597149999995963
5415,23321875076,ok,4.0,read,13,,23.321875076,0.0017768420000017215
5416,23321906338,invoke,0.0,read,13,,23.321906338,3.126200000025392e-05
5417,23325014561,invoke,1.0,read,13,,23.325014561,0.0031082229999981337
5418,23412574923,ok,5.0,cas,13,,23.412574923,0.08756036200000139
5419,23412742286,ok,6.0,write,13,,23.412742286,0.0001673629999991988
5420,23412777740,ok,9.0,cas,13,,23.41277774,3.5453999998935615e-05
5421,23412783610,ok,0.0,read,13,,23.41278361,5.8700000025169174e-06
5422,23412789890,ok,1.0,read,13,,23.41278989,6.279999997360619e-06
5423,23412794377,invoke,9.0,cas,13,,23.412794377,4.487000001773822e-06
5424,23413344296,invoke,5.0,cas,13,,23.413344296,0.000549919000000898
5425,23416299824,invoke,0.0,read,13,,23.416299824,0.0029555279999975426
5426,23418473950,invoke,6.0,write,13,,23.41847395,0.0021741259999998874
5427,23421230882,invoke,4.0,read,13,,23.421230882,0.0027569320000004893
5428,23488148597,fail,9.0,cas,13,,23.488148597,0.06691771499999888
5429,23488276746,fail,5.0,cas,13,,23.488276746,0.00012814900000179819
5430,23488337036,ok,6.0,write,13,,23.488337036,6.029000000040696e-05
5431,23488348198,ok,0.0,read,13,,23.488348198,1.1161999999842465e-05
5432,23488352585,invoke,0.0,read,13,,23.488352585,4.387000000605212e-06
5433,23542515133,ok,4.0,read,13,,23.542515133,0.0541625479999972
5434,23542527962,invoke,5.0,write,13,,23.542527962,1.2829000002767543e-05
5435,23545072855,invoke,6.0,cas,13,,23.545072855,0.002544892999999604
5436,23547614240,ok,5.0,write,13,,23.54761424,0.0025413850000006732
5437,23547768430,invoke,1.0,read,13,,23.54776843,0.00015418999999994298
5438,23580442770,ok,0.0,read,13,,23.58044277,0.0326743399999998
5439,23580452743,fail,6.0,cas,13,,23.580452743,9.972999997387433e-06
5440,23580458235,invoke,9.0,write,13,,23.580458235,5.491999999662767e-06
5441,23581110569,invoke,5.0,cas,13,,23.581110569,0.000652334000001531
5442,23646747171,ok,1.0,read,13,,23.646747171,0.06563660200000143
5443,23646802961,ok,9.0,write,13,,23.646802961,5.5789999997557516e-05
5444,23646814166,fail,5.0,cas,13,,23.646814166,1.1204999999847587e-05
5445,23646820772,invoke,0.0,read,13,,23.646820772,6.606000003017698e-06
5446,23649250946,invoke,5.0,write,13,,23.649250946,0.0024301739999970096
5447,23650296475,invoke,6.0,cas,13,,23.650296475,0.001045529000002432
5448,23709302361,ok,0.0,read,13,,23.709302361,0.05900588599999779
5449,23709375284,ok,5.0,write,13,,23.709375284,7.292300000116825e-05
5450,23709391249,invoke,1.0,read,13,,23.709391249,1.5964999999340534e-05
5451,23748306213,fail,6.0,cas,13,,23.748306213,0.03891496399999994
5452,23748414044,ok,1.0,read,13,,23.748414044,0.0001078310000011129
5453,23748482506,invoke,4.0,read,13,,23.748482506,6.846199999799296e-05
5454,23751223933,invoke,5.0,cas,13,,23.751223933,0.0027414270000001295
5455,23785686347,ok,4.0,read,13,,23.785686347,0.03446241400000005
5456,23785709648,invoke,6.0,write,13,,23.785709648,2.330100000236257e-05
5457,23789139100,invoke,9.0,write,13,,23.7891391,0.0034294519999988893
5458,23819990774,fail,5.0,cas,13,,23.819990774,0.030851674000000884
5459,23820180081,ok,6.0,write,13,,23.820180081,0.0001893069999994168
5460,23820208800,ok,9.0,write,13,,23.8202088,2.8718999999455264e-05
5461,23820212733,invoke,6.0,cas,13,,23.820212733,3.933000002120934e-06
5462,23823493352,invoke,0.0,read,13,,23.823493352,0.0032806189999980973
5463,23854913294,fail,6.0,cas,13,,23.854913294,0.03141994199999942
5464,23854960500,ok,0.0,read,13,,23.8549605,4.720600000140962e-05
5465,23854967061,invoke,9.0,cas,13,,23.854967061,6.560999999294381e-06
5466,23856898515,invoke,5.0,write,13,,23.856898515,0.0019314540000010538
5467,23859763936,invoke,0.0,read,13,,23.859763936,0.002865420999999202
5468,23860575262,invoke,1.0,read,13,,23.860575262,0.0008113260000008893
5469,23861506589,invoke,4.0,read,13,,23.861506589,0.0009313269999999818
5470,23863212142,invoke,6.0,write,13,,23.863212142,0.0017055529999971952
5471,23864353428,fail,9.0,cas,13,,23.864353428,0.0011412860000028502
5472,23867615803,ok,1.0,read,13,,23.867615803,0.0032623749999984852
5473,23868438050,ok,5.0,write,13,,23.86843805,0.0008222470000021076
5474,23869213150,ok,0.0,read,13,,23.86921315,0.0007750999999984742
5475,23870776664,invoke,0.0,read,13,,23.870776664,0.0015635140000007652
5476,23873602277,ok,6.0,write,13,,23.873602277,0.002825612999998839
5477,23873755800,ok,4.0,read,13,,23.8737558,0.00015352300000159858
5478,23873790243,invoke,4.0,read,13,,23.873790243,3.4442999996997514e-05
5479,23874523954,fail,2.0,read,11,timeout,23.874523954,0.0007337110000023017
5480,23874559674,invoke,5.0,write,13,,23.874559674,3.571999999962827e-05
5481,23877358169,invoke,1.0,read,13,,23.877358169,0.0027984950000004005
5482,23917752242,ok,4.0,read,13,,23.917752242,0.04039407299999809
5483,23917810737,ok,0.0,read,13,,23.917810737,5.849500000110197e-05
5484,23917825246,ok,5.0,write,13,,23.917825246,1.450899999966282e-05
5485,23917833838,info,27.0,cas,11,,23.917833838,8.592000000362532e-06
5486,23918080681,info,28.0,cas,11,,23.918080681,0.00024684299999933046
5487,23918403007,invoke,37.0,write,13,,23.918403007,0.00032232599999915124
5488,23961902286,ok,1.0,read,13,,23.961902286,0.04349927900000239
5489,23961921429,invoke,0.0,read,13,,23.961921429,1.914299999938862e-05
5490,23962300197,invoke,1.0,read,13,,23.962300197,0.0003787680000009175
5491,23964631474,invoke,2.0,read,13,,23.964631474,0.0023312769999996874
5492,23967451014,invoke,4.0,read,13,,23.967451014,0.002819540000000842
5493,23968364539,invoke,5.0,cas,13,,23.968364539,0.0009135249999978612
5494,23969152361,ok,1.0,read,13,,23.969152361,0.000787821999999494
5495,23969195859,invoke,6.0,write,13,,23.969195859,4.34980000001417e-05
5496,24010341306,ok,0.0,read,13,,24.010341306,0.04114544700000167
5497,24010361796,ok,4.0,read,13,,24.010361796,2.0490000000705777e-05
5498,24010373501,fail,5.0,cas,13,,24.010373501,1.1704999998585208e-05
5499,24010379186,fail,3.0,read,11,timeout,24.010379186,5.6850000014208035e-06
5500,24010384557,invoke,5.0,write,13,,24.010384557,5.370999996756609e-06
5501,24011189133,invoke,38.0,write,13,,24.011189133,0.0008045760000001678
5502,24014481335,invoke,9.0,cas,13,,24.014481335,0.003292202000000799
5503,24015154890,invoke,0.0,read,13,,24.01515489,0.0006735550000023238
5504,24019366968,ok,6.0,write,13,,24.019366968,0.004212077999998343
5505,24019410365,invoke,1.0,read,13,,24.019410365,4.339699999889035e-05
5506,24022353544,invoke,3.0,read,13,,24.022353544,0.002943179000002516
5507,24024267685,invoke,4.0,read,13,,24.024267685,0.0019141410000003134
5508,24028923197,invoke,6.0,cas,13,,24.028923197,0.004655511999999362
5509,24031510039,ok,1.0,read,13,,24.031510039,0.0025868419999994785
5510,24031595598,fail,9.0,cas,13,,24.031595598,8.555899999862504e-05
5511,24031625285,invoke,9.0,write,13,,24.031625285,2.9687000001388242e-05
5512,24063693201,ok,0.0,read,13,,24.063693201,0.03206791599999903
5513,24063727511,ok,4.0,read,13,,24.063727511,3.43100000002039e-05
5514,24063737688,ok,5.0,write,13,,24.063737688,1.0177000000055614e-05
5515,24063741402,ok,6.0,cas,13,,24.063741402,3.7140000017643615e-06
5516,24063745322,invoke,5.0,write,13,,24.063745322,3.919999997492596e-06
5517,24065128067,invoke,6.0,write,13,,24.065128067,0.0013827450000007957
5518,24065468021,invoke,4.0,read,13,,24.065468021,0.0003399540000010859
5519,24065915807,invoke,0.0,read,13,,24.065915807,0.0004477859999987288
5520,24069340036,invoke,1.0,read,13,,24.069340036,0.0034242290000001674
5521,24072746746,ok,6.0,write,13,,24.072746746,0.003406710000000146
5522,24073034179,ok,4.0,read,13,,24.073034179,0.0002874330000004477
5523,24073165766,ok,9.0,write,13,,24.073165766,0.00013158699999848977
5524,24073177891,invoke,6.0,write,13,,24.073177891,1.2125000001361741e-05
5525,24076737155,ok,0.0,read,13,,24.076737155,0.003559263999999729
5526,24076913585,ok,5.0,write,13,,24.076913585,0.00017642999999978315
5527,24076942097,ok,1.0,read,13,,24.076942097,2.8512000000091575e-05
5528,24076953694,invoke,0.0,read,13,,24.076953694,1.159700000030739e-05
5529,24077507826,invoke,1.0,read,13,,24.077507826,0.0005541320000013172
5530,24086447761,ok,6.0,write,13,,24.086447761,0.008939934999997234
5531,24086530612,ok,1.0,read,13,,24.086530612,8.285100000193779e-05
5532,24086541291,invoke,1.0,read,13,,24.086541291,1.0678999998958716e-05
5533,24086808409,invoke,4.0,read,13,,24.086808409,0.0002671180000000106
5534,24089184604,invoke,5.0,cas,13,,24.089184604,0.002376195000000081
5535,24123222064,ok,0.0,read,13,,24.123222064,0.03403746000000041
5536,24123311043,ok,4.0,read,13,,24.123311043,8.897900000093273e-05
5537,24123327360,ok,1.0,read,13,,24.12332736,1.6317000000043436e-05
5538,24123333672,fail,5.0,cas,13,,24.123333672,6.312000000008311e-06
5539,24123340489,invoke,1.0,read,13,,24.123340489,6.816999999159634e-06
5540,24154625765,ok,1.0,read,13,,24.154625765,0.03128527599999842
5541,24154900569,invoke,4.0,read,13,,24.154900569,0.00027480400000001737
5542,24157792584,invoke,5.0,write,13,,24.157792584,0.0028920150000004696
5543,24159825173,ok,4.0,read,13,,24.159825173,0.0020325890000023605
5544,24159926465,invoke,4.0,read,13,,24.159926465,0.00010129200000008609
5545,24161318458,invoke,6.0,write,13,,24.161318458,0.0013919929999985925
5546,24161746282,invoke,9.0,cas,13,,24.161746282,0.0004278239999990774
5547,24161911991,invoke,0.0,read,13,,24.161911991,0.00016570900000090205
5548,24203315624,ok,5.0,write,13,,24.203315624,0.04140363299999805
5549,24203441076,ok,4.0,read,13,,24.203441076,0.00012545200000246837
5550,24203646773,ok,6.0,write,13,,24.203646773,0.00020569699999839486
5551,24203663521,ok,9.0,cas,13,,24.203663521,1.67480000001774e-05
5552,24203668548,invoke,1.0,read,13,,24.203668548,5.027000000268345e-06
5553,24207625878,invoke,9.0,write,13,,24.207625878,0.003957330000002202
5554,24210301329,ok,1.0,read,13,,24.210301329,0.002675450999998219
5555,24210809264,ok,0.0,read,13,,24.210809264,0.0005079350000016802
5556,24211132705,invoke,5.0,cas,13,,24.211132705,0.0003234409999990362
5557,24213260123,invoke,6.0,write,13,,24.213260123,0.0021274180000006027
5558,24216454239,ok,9.0,write,13,,24.216454239,0.003194115999999525
5559,24216517352,invoke,1.0,read,13,,24.216517352,6.311299999950393e-05
5560,24221404247,invoke,9.0,cas,13,,24.221404247,0.004886894999998503
5561,24221731842,fail,5.0,cas,13,,24.221731842,0.0003275950000016792
5562,24244328728,ok,1.0,read,13,,24.244328728,0.02259688599999876
5563,24244419407,ok,9.0,cas,13,,24.244419407,9.067899999948281e-05
5564,24244437338,ok,6.0,write,13,,24.244437338,1.793100000213599e-05
5565,24244442768,invoke,5.0,cas,13,,24.244442768,5.429999998085577e-06
5566,24247299895,invoke,4.0,read,13,,24.247299895,0.00285712700000218
5567,24325513982,fail,5.0,cas,13,,24.325513982,0.07821408699999921
5568,24325528388,invoke,0.0,read,13,,24.325528388,1.4405999998245989e-05
5569,24325679173,invoke,6.0,cas,13,,24.325679173,0.00015078500000242911
5570,24326738222,invoke,9.0,write,13,,24.326738222,0.0010590489999984243
5571,24328276375,invoke,1.0,read,13,,24.328276375,0.0015381530000020405
5572,24332741447,ok,0.0,read,13,,24.332741447,0.004465071999998571
5573,24332847268,invoke,0.0,read,13,,24.332847268,0.00010582099999822958
5574,24334449827,ok,4.0,read,13,,24.334449827,0.0016025590000019463
5575,24336288977,invoke,4.0,read,13,,24.336288977,0.0018391499999985683
5576,24338045198,fail,6.0,cas,13,,24.338045198,0.001756221000000835
5577,24343496930,ok,0.0,read,13,,24.34349693,0.005451732000000931
5578,24344378537,invoke,5.0,cas,13,,24.344378537,0.000881607000000173
5579,24345618119,ok,4.0,read,13,,24.345618119,0.0012395820000001834
5580,24346374740,invoke,6.0,write,13,,24.34637474,0.0007566210000007345
5581,24349138639,invoke,4.0,read,13,,24.349138639,0.002763898999997849
5582,24351538227,invoke,0.0,read,13,,24.351538227,0.0023995879999993974
5583,24358675057,fail,5.0,cas,13,,24.358675057,0.007136830000000316
5584,24358784156,invoke,5.0,write,13,,24.358784156,0.00010909899999944628
5585,24359173159,ok,0.0,read,13,,24.359173159,0.0003890030000022193
5586,24359278669,ok,4.0,read,13,,24.359278669,0.00010550999999736632
5587,24360272773,invoke,0.0,read,13,,24.360272773,0.0009941040000001067
5588,24360921786,ok,6.0,write,13,,24.360921786,0.0006490130000003091
5589,24362134196,invoke,6.0,cas,13,,24.362134196,0.0012124100000008298
5590,24364950423,ok,9.0,write,13,,24.364950423,0.002816227000000282
5591,24364969609,invoke,9.0,cas,13,,24.364969609,1.9185999999393744e-05
5592,24367937947,ok,5.0,write,13,,24.367937947,0.0029683380000022908
5593,24368044665,ok,1.0,read,13,,24.368044665,0.00010671799999784071
5594,24368076313,invoke,1.0,read,13,,24.368076313,3.164800000021728e-05
5595,24369302594,invoke,4.0,read,13,,24.369302594,0.001226281000000995
5596,24369551788,ok,0.0,read,13,,24.369551788,0.0002491939999984538
5597,24371826675,invoke,0.0,read,14,,24.371826675,0.0022748870000022237
5598,24378133750,fail,6.0,cas,13,,24.37813375,0.006307074999998719
5599,24378229937,fail,9.0,cas,13,,24.378229937,9.618700000046942e-05
5600,24378245908,ok,1.0,read,13,,24.378245908,1.5970999999836977e-05
5601,24378256896,ok,4.0,read,13,,24.378256896,1.0987999999656495e-05
5602,24378264260,invoke,1.0,read,14,,24.37826426,7.364000001786053e-06
5603,24379655735,invoke,4.0,read,14,,24.379655735,0.0013914749999983655
5604,24382466192,invoke,5.0,write,14,,24.382466192,0.0028104569999989337
5605,24433786532,ok,1.0,read,14,,24.433786532,0.051320340000000186
5606,24433902133,ok,0.0,read,14,,24.433902133,0.0001156010000009644
5607,24433990364,ok,4.0,read,14,,24.433990364,8.823099999943906e-05
5608,24434008867,ok,5.0,write,14,,24.434008867,1.850299999972549e-05
5609,24434109596,invoke,4.0,read,14,,24.434109596,0.00010072899999968854
5610,24489452747,invoke,5.0,cas,14,,24.489452747,0.05534315100000242
5611,24492852563,invoke,6.0,write,14,,24.492852563,0.003399815999998168
5612,24495430103,invoke,0.0,read,14,,24.495430103,0.0025775400000007664
5613,24498542375,invoke,9.0,write,14,,24.498542375,0.0031122719999991943
5614,24509520665,ok,4.0,read,14,,24.509520665,0.010978290000000612
5615,24512187227,ok,6.0,write,14,,24.512187227,0.0026665619999981516
5616,24512673559,fail,5.0,cas,14,,24.512673559,0.000486332000001255
5617,24512812211,ok,0.0,read,14,,24.512812211,0.00013865200000040545
5618,24512854846,invoke,0.0,read,14,,24.512854846,4.2634999999791034e-05
5619,24518577293,ok,9.0,write,14,,24.518577293,0.00572244700000013
5620,24518660560,invoke,9.0,cas,14,,24.51866056,8.326700000083065e-05
5621,24520960419,invoke,5.0,cas,14,,24.520960419,0.002299859000000737
5622,24523084485,invoke,1.0,read,14,,24.523084485,0.002124065999996816
5623,24524947304,ok,0.0,read,14,,24.524947304,0.0018628190000029576
5624,24525019674,invoke,4.0,read,14,,24.525019674,7.236999999804539e-05
5625,24529372962,invoke,0.0,read,14,,24.529372962,0.004353288000000788
5626,24532191554,invoke,6.0,cas,14,,24.532191554,0.0028185920000005638
5627,24539580807,ok,1.0,read,14,,24.539580807,0.007389252999999485
5628,24539671400,invoke,1.0,read,14,,24.5396714,9.059299999947257e-05
5629,24539965471,fail,5.0,cas,14,,24.539965471,0.00029407099999900765
5630,24543082306,ok,4.0,read,14,,24.543082306,0.003116835000000151
5631,24543904549,ok,9.0,cas,14,,24.543904549,0.0008222430000017766
5632,24543960753,invoke,5.0,write,14,,24.543960753,5.6203999999837606e-05
5633,24544306173,invoke,4.0,read,14,,24.544306173,0.0003454199999985974
